A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
,,,2.0,10.0,,101.0,1.0,1.0,,0.0,2.0,,,1
,,,,6.0,4.0,,1.0,1.0,,0.0,,,,1
,196.0,66.0,2.0,13.0,,,,0.0,1.0,,2.0,112.0,1.0,0
0.0,141.0,16.0,,4.0,,15.0,1.0,,,0.0,2.0,124.0,,1
1.0,95.0,167.0,,8.0,,58.0,,,18.0,,,69.0,159.0,1
0.0,,,2.0,,8.0,43.0,1.0,0.0,,0.0,2.0,8.0,,1
1.0,,,,,,,1.0,0.0,1.0,0.0,,113.0,,1
0.0,4.0,130.0,2.0,11.0,4.0,,0.0,1.0,2.0,1.0,,,,0
1.0,191.0,73.0,2.0,13.0,8.0,103.0,1.0,0.0,,1.0,2.0,1.0,1.0,1
,,40.0,,,,,0.0,1.0,2.0,,2.0,115.0,,0
0.0,330.0,94.0,2.0,11.0,8.0,66.0,1.0,1.0,,,2.0,,120.0,1
1.0,289.0,,2.0,,8.0,,,,1.0,,2.0,,,1
,67.0,,,6.0,,,0.0,0.0,,0.0,,1.0,1.0,0
0.0,91.0,23.0,,6.0,,43.0,1.0,,1.0,,2.0,,,0
0.0,102.0,1.0,,8.0,,,,,,0.0,3.0,65.0,,1
1.0,242.0,102.0,2.0,8.0,,85.0,1.0,1.0,8.0,,,1.0,201.0,1
,14.0,,2.0,4.0,,2.0,,,1.0,1.0,,,,0
,63.0,18.0,1.0,14.0,4.0,,,1.0,2.0,1.0,,,,1
,302.0,73.0,1.0,1.0,,37.0,,,1.0,,,63.0,,0
1.0,53.0,,1.0,,,,,0.0,1.0,,2.0,45.0,,0
0.0,,,,,4.0,26.0,0.0,0.0,1.0,,2.0,,,0
0.0,3.0,,,8.0,4.0,,,,1.0,,2.0,,,0
,77.0,1.0,2.0,4.0,,,0.0,1.0,,,1.0,,,0
,,,2.0,,,1.0,,1.0,4.0,0.0,2.0,114.0,,0
,225.0,102.0,2.0,,4.0,,,0.0,,,2.0,,,0
,72.0,26.0,2.0,8.0,4.0,,0.0,,3.0,,,,,0
1.0,222.0,154.0,1.0,4.0,,,0.0,0.0,1.0,0.0,2.0,53.0,,0
1.0,104.0,17.0,2.0,8.0,,36.0,1.0,1.0,,1.0,2.0,106.0,1.0,1
1.0,,78.0,2.0,,,53.0,0.0,1.0,,1.0,,135.0,,0
0.0,61.0,,,8.0,,,,0.0,1.0,,2.0,63.0,1.0,0
,,,,8.0,4.0,8.0,,1.0,,1.0,,30.0,,1
0.0,325.0,,,1.0,1.0,99.0,0.0,,2.0,0.0,2.0,,,0
,21.0,8.0,2.0,,4.0,2.0,0.0,,,0.0,,98.0,,0
1.0,,,1.0,6.0,4.0,,0.0,0.0,1.0,,,18.0,,0
0.0,,105.0,,,,85.0,1.0,,1.0,,2.0,1.0,206.0,1
,43.0,,2.0,,,,,,,,,,,1
1.0,,,2.0,,,,0.0,,,0.0,2.0,32.0,,0
,130.0,105.0,2.0,14.0,4.0,84.0,1.0,1.0,,,2.0,136.0,8.0,1
1.0,72.0,,1.0,,,67.0,1.0,1.0,7.0,,,,,1
1.0,,,,,4.0,7.0,,,1.0,0.0,,79.0,1.0,0
,50.0,,2.0,11.0,4.0,,1.0,,3.0,,,,1.0,1
0.0,,29.0,2.0,,,,1.0,1.0,,,2.0,,1.0,1
1.0,,,1.0,,4.0,8.0,0.0,0.0,1.0,0.0,,,,0
,,52.0,1.0,8.0,4.0,,,0.0,1.0,0.0,,,,0
0.0,,12.0,2.0,,,1.0,,,2.0,,,53.0,59.0,0
,45.0,150.0,,10.0,2.0,1.0,1.0,,1.0,0.0,2.0,,,1
1.0,,87.0,,,4.0,58.0,1.0,0.0,1.0,,,117.0,1.0,1
,244.0,61.0,1.0,14.0,,,1.0,,,1.0,,61.0,1.0,0
1.0,159.0,46.0,1.0,9.0,4.0,2.0,,,1.0,,1.0,53.0,,0
1.0,,59.0,1.0,4.0,1.0,1.0,,0.0,,,2.0,38.0,1.0,0
1.0,293.0,129.0,,,5.0,,,1.0,,1.0,,1.0,213.0,1
,33.0,,,,,,1.0,1.0,5.0,1.0,2.0,24.0,115.0,1
,8.0,2.0,2.0,,,,,0.0,1.0,,2.0,,,1
0.0,6.0,6.0,2.0,6.0,4.0,,,1.0,,1.0,2.0,107.0,2.0,0
1.0,288.0,,2.0,7.0,4.0,4.0,1.0,0.0,1.0,,2.0,80.0,,1
0.0,315.0,125.0,2.0,4.0,,,,,,,,32.0,36.0,0
1.0,,205.0,2.0,8.0,4.0,,1.0,1.0,,0.0,2.0,,,1
,29.0,,,2.0,4.0,,,,,0.0,,38.0,,0
,149.0,17.0,2.0,,4.0,,1.0,,12.0,0.0,2.0,10.0,118.0,1
0.0,185.0,13.0,,,,,0.0,,1.0,,,102.0,,1
,,,1.0,9.0,,,0.0,0.0,1.0,1.0,2.0,,3.0,0
0.0,339.0,,,1.0,1.0,1.0,1.0,,,0.0,2.0,84.0,,1
1.0,,102.0,2.0,,5.0,,0.0,0.0,1.0,,2.0,158.0,1.0,0
,196.0,196.0,,12.0,,92.0,1.0,1.0,,1.0,2.0,,,1
,126.0,87.0,,3.0,8.0,,,1.0,3.0,,2.0,22.0,,0
1.0,,164.0,,11.0,,,,1.0,8.0,1.0,,,140.0,1
1.0,,136.0,,,8.0,,,1.0,,1.0,2.0,,180.0,1
1.0,,,,,4.0,16.0,1.0,1.0,4.0,1.0,,,1.0,0
,218.0,,,,,7.0,,,,,2.0,,109.0,0
1.0,9.0,29.0,2.0,7.0,,3.0,1.0,0.0,,0.0,1.0,,,0
1.0,,46.0,1.0,,,10.0,,,1.0,,,92.0,154.0,1
,190.0,,2.0,13.0,,38.0,1.0,,,1.0,,156.0,,1
1.0,,82.0,,13.0,,,1.0,1.0,8.0,0.0,2.0,1.0,223.0,1
,,20.0,1.0,13.0,4.0,7.0,,1.0,,0.0,2.0,92.0,,1
1.0,,55.0,2.0,,,37.0,1.0,1.0,3.0,0.0,2.0,38.0,,1
1.0,,,,11.0,8.0,,1.0,1.0,13.0,1.0,,132.0,,1
,,,,4.0,4.0,,1.0,,1.0,0.0,,,1.0,1
1.0,321.0,177.0,,,4.0,31.0,,1.0,5.0,1.0,2.0,,1.0,1
,32.0,,2.0,,,18.0,0.0,0.0,1.0,,,,2.0,0
1.0,158.0,57.0,2.0,8.0,,,0.0,,1.0,,,102.0,1.0,0
0.0,,189.0,2.0,,,37.0,0.0,0.0,,,2.0,98.0,,0
,,76.0,2.0,,4.0,3.0,0.0,1.0,,0.0,,,,0
1.0,,46.0,,9.0,,,,,,,2.0,140.0,30.0,1
1.0,1.0,87.0,,9.0,4.0,43.0,,,,,2.0,38.0,,1
1.0,,30.0,,,4.0,10.0,0.0,,,,,,,0
1.0,,,2.0,,5.0,,,0.0,,1.0,2.0,46.0,1.0,0
0.0,50.0,158.0,2.0,13.0,,9.0,1.0,1.0,,1.0,,24.0,36.0,1
,,,,,4.0,,0.0,0.0,1.0,0.0,2.0,43.0,,0
1.0,,,2.0,,8.0,104.0,1.0,,7.0,1.0,2.0,1.0,150.0,1
,70.0,5.0,1.0,,4.0,4.0,,0.0,,,,69.0,44.0,0
,303.0,,,3.0,5.0,,0.0,0.0,,,,,1.0,0
,310.0,147.0,2.0,10.0,,112.0,,,6.0,0.0,,,1.0,1
,,5.0,1.0,,,3.0,,,1.0,0.0,,76.0,,0
1.0,326.0,,2.0,7.0,4.0,,,,,,,,,1
,266.0,,2.0,,,116.0,1.0,0.0,1.0,0.0,,131.0,,0
1.0,181.0,74.0,,,,48.0,,1.0,2.0,,2.0,,,1
1.0,,,,10.0,2.0,1.0,,0.0,1.0,,2.0,,,0
1.0,188.0,,,6.0,4.0,26.0,1.0,0.0,,1.0,,,,0
1.0,238.0,,2.0,,4.0,2.0,1.0,,,,2.0,,,1
,42.0,,1.0,,4.0,4.0,0.0,0.0,1.0,,,,5.0,0
1.0,,55.0,,,8.0,77.0,1.0,,,,,,1.0,1
0.0,83.0,,,11.0,,,0.0,1.0,2.0,,,69.0,,0
0.0,,45.0,,9.0,4.0,,,,,0.0,2.0,,184.0,1
0.0,,,,8.0,4.0,,,,1.0,0.0,,149.0,1.0,0
,255.0,103.0,,,8.0,120.0,,0.0,1.0,1.0,2.0,27.0,,1
,192.0,,,3.0,,,1.0,1.0,,0.0,2.0,96.0,126.0,1
1.0,162.0,197.0,,8.0,4.0,14.0,,,1.0,0.0,2.0,38.0,1.0,0
1.0,,,,,8.0,7.0,0.0,,,,,,1.0,0
,44.0,110.0,,,,42.0,,0.0,1.0,,1.0,,1.0,1
1.0,344.0,,2.0,1.0,,,0.0,1.0,2.0,0.0,2.0,20.0,7.0,0
,234.0,51.0,,,,5.0,0.0,0.0,1.0,,1.0,131.0,,0
,70.0,,1.0,11.0,4.0,,,0.0,1.0,1.0,,,1.0,0
1.0,215.0,,,,5.0,85.0,,0.0,,1.0,1.0,,,0
,,34.0,2.0,,,,1.0,1.0,6.0,,2.0,,,1
,,66.0,2.0,1.0,1.0,,,,1.0,,,32.0,,0
,294.0,,,,,,,1.0,,0.0,,,1.0,0
,,,,5.0,,1.0,,0.0,,1.0,,,2.0,0
1.0,,29.0,1.0,,,47.0,,,,,1.0,,1.0,0
0.0,23.0,13.0,,13.0,1.0,,,,,1.0,,102.0,1.0,1
,194.0,,2.0,8.0,,1.0,,0.0,1.0,0.0,,65.0,1.0,0
1.0,,,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,48.0,1.0,0
1.0,,175.0,2.0,7.0,4.0,128.0,1.0,0.0,,,1.0,,1.0,1
,228.0,52.0,2.0,,,,,0.0,1.0,1.0,2.0,,3.0,0
1.0,,,2.0,,4.0,111.0,1.0,1.0,7.0,,2.0,20.0,,1
1.0,159.0,75.0,2.0,,,58.0,0.0,,3.0,,,,,0
1.0,,119.0,,6.0,5.0,73.0,1.0,,2.0,,2.0,1.0,,1
,143.0,,2.0,,8.0,20.0,,1.0,2.0,0.0,,,,1
,,149.0,2.0,14.0,8.0,107.0,1.0,,9.0,,2.0,,1.0,1
1.0,165.0,28.0,,14.0,,,,,9.0,1.0,,,,1
,153.0,119.0,2.0,,5.0,76.0,,1.0,,1.0,2.0,1.0,,1
1.0,120.0,21.0,,6.0,4.0,12.0,,,,1.0,,69.0,,0
,,,2.0,11.0,4.0,14.0,1.0,,,,2.0,,,1
,290.0,136.0,2.0,,8.0,119.0,1.0,1.0,10.0,0.0,,,177.0,1
1.0,,,2.0,,4.0,4.0,,0.0,,1.0,,,,0
1.0,2.0,,,,4.0,,,0.0,1.0,0.0,,161.0,1.0,0
1.0,79.0,,,,,,,0.0,1.0,1.0,2.0,53.0,1.0,1
1.0,,100.0,1.0,9.0,,52.0,,,2.0,,,24.0,94.0,1
0.0,121.0,,2.0,,,1.0,,0.0,,0.0,2.0,111.0,2.0,0
0.0,,52.0,1.0,,,31.0,,,1.0,,,98.0,1.0,0
1.0,,,,1.0,1.0,1.0,0.0,,,,,63.0,2.0,0
,213.0,,,4.0,,,,,11.0,,2.0,,,1
,190.0,,2.0,3.0,,58.0,0.0,0.0,,,,84.0,,0
,,,,,,120.0,,1.0,2.0,1.0,,,,1
1.0,,15.0,,,8.0,6.0,,,,0.0,2.0,77.0,,1
,173.0,18.0,,,4.0,2.0,1.0,0.0,,,2.0,141.0,230.0,1
,155.0,,,,8.0,,0.0,0.0,,1.0,1.0,,1.0,0
0.0,267.0,,2.0,8.0,4.0,,,,,,2.0,1.0,,1
0.0,,72.0,,14.0,,24.0,,0.0,1.0,0.0,2.0,,1.0,1
,,,1.0,7.0,5.0,,,,2.0,,2.0,98.0,180.0,1
,,37.0,2.0,14.0,8.0,,,0.0,1.0,0.0,,,216.0,1
0.0,,,,1.0,1.0,,0.0,0.0,,1.0,1.0,,,0
1.0,,,2.0,,4.0,,,,,,1.0,102.0,,1
1.0,,46.0,,,8.0,,,1.0,,1.0,2.0,,,1
,75.0,,2.0,11.0,,7.0,,0.0,,,2.0,,140.0,0
,184.0,,2.0,3.0,,76.0,,0.0,,1.0,,,,0
1.0,,66.0,1.0,3.0,,115.0,0.0,0.0,,1.0,1.0,69.0,,0
0.0,95.0,30.0,,14.0,,27.0,1.0,,,,,53.0,,1
,173.0,82.0,,,,14.0,0.0,0.0,1.0,,2.0,84.0,1.0,0
,267.0,,2.0,3.0,,85.0,1.0,0.0,,1.0,2.0,,1.0,1
,86.0,17.0,2.0,11.0,8.0,,,,2.0,0.0,,1.0,,1
,160.0,71.0,,,,1.0,,1.0,6.0,0.0,,61.0,64.0,0
,,,,8.0,4.0,5.0,0.0,,1.0,0.0,2.0,1.0,102.0,0
1.0,179.0,66.0,1.0,9.0,,101.0,0.0,,1.0,1.0,2.0,,,0
1.0,,51.0,2.0,,4.0,,,1.0,2.0,1.0,,128.0,21.0,1
,,,,8.0,,47.0,1.0,1.0,2.0,,2.0,,,1
0.0,,,,1.0,1.0,,0.0,,2.0,,2.0,,2.0,0
,,,2.0,11.0,,,,,,0.0,,,1.0,1
1.0,,1.0,,,4.0,,0.0,,1.0,0.0,3.0,65.0,,0
1.0,168.0,94.0,2.0,,8.0,,1.0,1.0,,,2.0,,94.0,1
0.0,5.0,,2.0,11.0,4.0,3.0,,0.0,1.0,0.0,,38.0,1.0,0
,,,,11.0,8.0,,,1.0,2.0,,2.0,166.0,47.0,0
0.0,,102.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,,1.0,0
1.0,44.0,134.0,2.0,6.0,4.0,,1.0,1.0,,0.0,2.0,18.0,,1
,209.0,86.0,,,,29.0,1.0,,,1.0,,,,0
,,196.0,2.0,10.0,,,1.0,,15.0,0.0,,,204.0,1
,,119.0,,,8.0,78.0,,,13.0,,,28.0,,1
0.0,49.0,54.0,,11.0,,,1.0,,,0.0,2.0,,194.0,1
,37.0,126.0,2.0,,,,,,,0.0,,,2.0,0
0.0,90.0,17.0,2.0,11.0,8.0,37.0,1.0,0.0,1.0,,,,141.0,1
0.0,275.0,16.0,,,8.0,,,,,1.0,,141.0,7.0,1
0.0,67.0,40.0,1.0,,,71.0,,0.0,,,2.0,98.0,1.0,0
,191.0,52.0,,9.0,,,,0.0,,,2.0,54.0,,0
1.0,,,1.0,8.0,4.0,54.0,,0.0,,1.0,2.0,,,0
,86.0,139.0,,,,,0.0,0.0,1.0,,2.0,,1.0,0
0.0,,33.0,,,,4.0,0.0,,,,2.0,93.0,,0
,13.0,10.0,2.0,11.0,,,,,5.0,,,53.0,,0
,286.0,,2.0,9.0,4.0,43.0,1.0,1.0,,,2.0,,,1
,232.0,144.0,2.0,,,99.0,,,15.0,0.0,2.0,86.0,211.0,1
0.0,269.0,,2.0,4.0,8.0,26.0,,0.0,1.0,1.0,,86.0,,0
1.0,116.0,18.0,,,1.0,,0.0,,,0.0,,,,0
,172.0,,1.0,8.0,8.0,,1.0,,,1.0,2.0,,,1
,,,,3.0,,1.0,0.0,0.0,1.0,,2.0,62.0,,0
1.0,246.0,,,,8.0,101.0,1.0,,9.0,,2.0,,,1
,282.0,132.0,2.0,8.0,4.0,,1.0,1.0,,1.0,,,164.0,1
,74.0,62.0,,11.0,,53.0,,1.0,8.0,1.0,2.0,45.0,193.0,1
,,20.0,1.0,,1.0,4.0,0.0,,,,2.0,38.0,46.0,0
,,69.0,,,,,0.0,,,,,107.0,,0
0.0,29.0,151.0,,,4.0,11.0,0.0,0.0,1.0,,2.0,,,0
,328.0,207.0,2.0,,,115.0,1.0,,14.0,,,,222.0,1
1.0,,61.0,2.0,,,14.0,0.0,,1.0,,,162.0,206.0,0
,,131.0,1.0,,5.0,5.0,,,1.0,1.0,2.0,65.0,,0
0.0,70.0,,,,,57.0,,0.0,1.0,0.0,,55.0,1.0,1
,,66.0,2.0,,5.0,58.0,1.0,,,,2.0,133.0,195.0,1
1.0,231.0,,2.0,,,4.0,1.0,,,1.0,2.0,149.0,,1
,,,,3.0,,110.0,,1.0,,1.0,,68.0,1.0,1
1.0,40.0,151.0,1.0,,8.0,23.0,1.0,0.0,1.0,,2.0,45.0,,0
,139.0,195.0,,,,86.0,1.0,1.0,,,,57.0,,1
1.0,,,,8.0,,3.0,,0.0,,0.0,2.0,63.0,1.0,0
0.0,,82.0,2.0,3.0,5.0,14.0,0.0,,,0.0,1.0,,1.0,0
,123.0,,2.0,,4.0,,,1.0,,1.0,,,,0
,,66.0,1.0,9.0,,65.0,0.0,0.0,1.0,0.0,1.0,,,0
1.0,,67.0,2.0,,1.0,1.0,0.0,0.0,1.0,0.0,,,150.0,0
,,208.0,2.0,,,,1.0,,,0.0,2.0,1.0,,1
,301.0,196.0,2.0,,4.0,110.0,1.0,1.0,,0.0,,,,1
,276.0,,,3.0,5.0,,1.0,,10.0,,2.0,,,1
1.0,,,2.0,14.0,,,,,1.0,0.0,,153.0,125.0,1
1.0,,,1.0,,4.0,61.0,1.0,,7.0,1.0,,72.0,,0
1.0,,30.0,,,4.0,83.0,,,,1.0,2.0,156.0,,1
1.0,226.0,,,,,,,,1.0,,2.0,,1.0,1
0.0,58.0,115.0,,,4.0,,1.0,1.0,,0.0,2.0,,146.0,1
,,,,,8.0,118.0,1.0,,8.0,1.0,2.0,102.0,6.0,0
,37.0,119.0,2.0,9.0,,,,1.0,,,2.0,24.0,199.0,1
1.0,,,,3.0,4.0,,0.0,0.0,,,,1.0,1.0,0
,163.0,102.0,,6.0,,,,,1.0,,,1.0,,0
,77.0,,2.0,9.0,8.0,50.0,,,12.0,,,100.0,92.0,1
1.0,,,1.0,9.0,4.0,,1.0,0.0,1.0,,,,,1
0.0,82.0,,,11.0,4.0,110.0,1.0,,6.0,1.0,2.0,,,1
1.0,,20.0,,13.0,,,0.0,0.0,1.0,0.0,,86.0,,0
1.0,337.0,123.0,,,,1.0,,,1.0,0.0,,1.0,13.0,0
1.0,163.0,21.0,,,4.0,,0.0,,,0.0,,,181.0,0
,72.0,12.0,2.0,11.0,4.0,20.0,0.0,,1.0,0.0,1.0,53.0,1.0,0
1.0,142.0,95.0,2.0,9.0,4.0,,1.0,,3.0,,,109.0,1.0,1
,312.0,,1.0,4.0,,,,0.0,,0.0,2.0,63.0,95.0,1
1.0,,,,,4.0,15.0,0.0,,1.0,1.0,2.0,,42.0,0
0.0,168.0,76.0,2.0,,1.0,,,,,1.0,2.0,,5.0,0
,256.0,,1.0,,,1.0,,,1.0,1.0,,,,0
0.0,32.0,,,8.0,,,1.0,,,,2.0,,1.0,1
1.0,,7.0,,,,3.0,0.0,0.0,1.0,0.0,1.0,,1.0,0
